count	compiler	action	outcome
14	c0	run	reject:unreachable-match-arm
14	c0	test	reject:trait-method-signature
14	c0	test	reject:unreachable-match-arm
13	c0	check	reject:ambiguous-method
13	c0	check	reject:generic-requirement-key-collision
13	c0	check	reject:missing-trait-method
13	c0	run	reject:ambiguous-method
13	c0	run	reject:generic-requirement-key-collision
13	c0	run	reject:missing-trait-method
13	c0	test	reject:ambiguous-method
13	c0	test	reject:generic-requirement-key-collision
13	c0	test	reject:missing-trait-method
12	c0	check	reject:break-value-context
12	c0	run	reject:break-value-context
12	c0	test	reject:break-value-context
11	c0	check	reject:argument-count
11	c0	check	reject:duplicate-inherent-member
11	c0	check	reject:nil-needs-optional-type
11	c0	check	reject:non-reassignable-binding
11	c0	check	reject:possibly-uninitialized-binding
11	c0	run	panic:suspension-invalid-state
11	c0	run	panic:suspension-nested-driver
11	c0	run	reject:argument-count
11	c0	run	reject:duplicate-inherent-member
11	c0	run	reject:nil-needs-optional-type
11	c0	run	reject:non-reassignable-binding
11	c0	run	reject:possibly-uninitialized-binding
11	c0	test	panic:suspension-invalid-state
11	c0	test	reject:argument-count
11	c0	test	reject:duplicate-inherent-member
11	c0	test	reject:nil-needs-optional-type
11	c0	test	reject:non-reassignable-binding
11	c0	test	reject:possibly-uninitialized-binding
10	c0	check	reject:binding-not-yet-visible
10	c0	check	reject:promoted-mutable-requirement
10	c0	run	reject:binding-not-yet-visible
10	c0	run	reject:promoted-mutable-requirement
10	c0	test	reject:binding-not-yet-visible
10	c0	test	reject:promoted-mutable-requirement
9	c0	check	reject:nonnumeric-unary-plus
9	c0	check	reject:result-constructor-needs-context
9	c0	run	reject:nonnumeric-unary-plus
9	c0	run	reject:result-constructor-needs-context
9	c0	test	reject:nonnumeric-unary-plus
9	c0	test	reject:result-constructor-needs-context
8	c0	check	reject:duplicate-embedded-field
8	c0	check	reject:identity-needs-reference-bound
8	c0	check	reject:unknown-method
8	c0	run	reject:duplicate-embedded-field
8	c0	run	reject:identity-needs-reference-bound
8	c0	run	reject:unknown-method
8	c0	test	reject:duplicate-embedded-field
8	c0	test	reject:identity-needs-reference-bound
8	c0	test	reject:unknown-method
7	c0	check	reject:duplicate-impl-member
7	c0	check	reject:missing-partial-ord
7	c0	check	reject:overlapping-impl
7	c0	check	reject:return-outside-function
7	c0	check	reject:unknown-data-field
7	c0	run	panic:invalid-shift
7	c0	run	reject:duplicate-impl-member
7	c0	run	reject:missing-partial-ord
7	c0	run	reject:overlapping-impl
7	c0	run	reject:return-outside-function
7	c0	run	reject:unknown-data-field
7	c0	test	panic:invalid-shift
7	c0	test	reject:duplicate-impl-member
7	c0	test	reject:missing-partial-ord
7	c0	test	reject:overlapping-impl
7	c0	test	reject:return-outside-function
7	c0	test	reject:unknown-data-field
6	c0	check	reject:match-arm-type
6	c0	check	reject:top-level-read-before-initialization
6	c0	run	reject:match-arm-type
6	c0	run	reject:top-level-read-before-initialization
6	c0	test	reject:match-arm-type
6	c0	test	reject:top-level-read-before-initialization
4	c0	check	reject:generic-type-mismatch
4	c0	check	reject:unknown-variant
4	c0	check	reject:unsupported-gadt-result
4	c0	run	reject:generic-type-mismatch
4	c0	run	reject:unknown-variant
4	c0	run	reject:unsupported-gadt-result
4	c0	test	reject:generic-type-mismatch
4	c0	test	reject:unknown-variant
4	c0	test	reject:unsupported-gadt-result
3	c0	check	reject:break-outside-loop
3	c0	check	reject:extra-trait-method
3	c0	check	reject:impure-parameter-default
3	c0	check	reject:invalid-result-propagation
3	c0	check	reject:not-callable
3	c0	run	reject:break-outside-loop
3	c0	run	reject:extra-trait-method
3	c0	run	reject:impure-parameter-default
3	c0	run	reject:invalid-result-propagation
3	c0	run	reject:not-callable
3	c0	test	reject:break-outside-loop
3	c0	test	reject:extra-trait-method
3	c0	test	reject:impure-parameter-default
3	c0	test	reject:invalid-result-propagation
3	c0	test	reject:not-callable
2	c0	check	reject:if-branch-type
2	c0	check	reject:invalid-assignment-target
2	c0	parse	reject:invalid-assignment-target
2	c0	run	panic:assertion-failed
2	c0	run	panic:integer-division-by-zero
2	c0	run	panic:suspension-reentrant-poll
2	c0	run	reject:if-branch-type
2	c0	run	reject:invalid-assignment-target
2	c0	test	panic:integer-division-by-zero
2	c0	test	panic:suspension-reentrant-poll
2	c0	test	reject:if-branch-type
2	c0	test	reject:invalid-assignment-target
1	c0	check	reject:empty-list-needs-context
1	c0	check	reject:interpolated-pattern
1	c0	check	reject:invalid-unary-operand
1	c0	check	reject:member-on-non-data
1	c0	check	reject:nonfinal-vararg
1	c0	check	reject:not-suspending
1	c0	check	reject:pattern-type-mismatch
1	c0	check	reject:reserved-name
1	c0	check	reject:unsupported-local-generic-function
1	c0	parse	reject:interpolated-pattern
1	c0	parse	reject:reserved-name
1	c0	parse	reject:unsupported-local-generic-function
1	c0	run	reject:empty-list-needs-context
1	c0	run	reject:interpolated-pattern
1	c0	run	reject:invalid-unary-operand
1	c0	run	reject:member-on-non-data
1	c0	run	reject:nonfinal-vararg
1	c0	run	reject:not-suspending
1	c0	run	reject:pattern-type-mismatch
1	c0	run	reject:reserved-name
1	c0	run	reject:unsupported-local-generic-function
1	c0	test	reject:empty-list-needs-context
1	c0	test	reject:interpolated-pattern
1	c0	test	reject:invalid-unary-operand
1	c0	test	reject:member-on-non-data
1	c0	test	reject:nonfinal-vararg
1	c0	test	reject:not-suspending
1	c0	test	reject:pattern-type-mismatch
1	c0	test	reject:reserved-name
1	c0	test	reject:unsupported-local-generic-function
